# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   40       1.798467228776e-10       1.093696808493e-14       1.866427511774e-13       5.541030690124e-17       6.746266233397e-11       1.419223676037e-11      -9.391904580236e-15 
   41       1.826455283973e-10       1.185736996320e-14       1.692157870632e-13       5.821971837446e-17       6.412029203030e-11       1.352447206363e-11      -9.496001443950e-15 
   42       1.854725034281e-10       1.282479081442e-14       1.497944308578e-13       6.109991208903e-17       6.099947193178e-11       1.289860618072e-11      -9.613760532997e-15 
   43       1.883160349544e-10       1.383965633768e-14       1.283162284926e-13       6.405091245267e-17       5.806689739743e-11       1.231076396191e-11      -9.847752595334e-15 
   44       1.911814786592e-10       1.490235903120e-14       1.047437705163e-13       6.707270987671e-17       5.531817660116e-11       1.176036133118e-11      -1.019861322855e-14 
   45       1.940776394862e-10       1.601321152471e-14       7.904936062460e-14       7.016527440980e-17       5.275058286958e-11       1.124637373097e-11      -1.063318011109e-14 
   46       1.970114714178e-10       1.717242619962e-14       5.120921142696e-14       7.332856056931e-17       5.035220832334e-11       1.076581806254e-11      -1.111021173308e-14 
   47       1.999878538280e-10       1.838011104556e-14       2.120352468297e-14       7.656250673592e-17       4.810124773534e-11       1.031360178523e-11      -1.157990646501e-14 
   48       2.030095807651e-10       1.963633008557e-14      -1.098616071830e-14       7.986703520997e-17       4.597272692103e-11       9.884078735534e-12      -1.199419444000e-14 
   49       2.060778470753e-10       2.094131446111e-14      -4.538599604596e-14       8.324205381147e-17       4.396260170327e-11       9.476587291825e-12      -1.234216600094e-14 
   50       2.091915150598e-10       2.229530373048e-14      -8.202320226618e-14       8.668745369102e-17       4.206922173866e-11       9.091214086175e-12      -1.262380380488e-14 
   51       2.123467059614e-10       2.369848566726e-14      -1.209236176672e-13       9.020310815014e-17       4.028615105328e-11       8.727161334332e-12      -1.284014896435e-14 
   52       2.155365871807e-10       2.515099541121e-14      -1.621117570238e-13       9.378887206960e-17       3.860183172399e-11       8.382683012600e-12      -1.299336974945e-14 
   53       2.187540314830e-10       2.665278119382e-14      -2.056039324341e-13       9.744459682522e-17       3.700322022229e-11       8.055693868154e-12      -1.308635224424e-14 
   54       2.220008872023e-10       2.820316293389e-14      -2.513854029118e-13       1.011701808536e-16       3.548856837750e-11       7.745927215770e-12      -1.312119059626e-14 
   55       2.252807209523e-10       2.980115865816e-14      -2.994274520899e-13       1.049655310929e-16       3.405734279150e-11       7.453220768524e-12      -1.310042828336e-14 
   56       2.285960640044e-10       3.144560169306e-14      -3.496935856957e-13       1.088305487095e-16       3.270637392134e-11       7.176857561595e-12      -1.302754974085e-14 
