# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.538868060931e-10       4.308618739071e-15       3.243953355520e-13       0.000000000000e+00       7.749571171406e-09       5.418129581466e-10      -1.847791041394e-12 
    3       1.430516163532e-10       5.350572383471e-15       3.758343179050e-13       0.000000000000e+00       4.766001493716e-09       3.801340502791e-10      -1.373345631115e-12 
    4       1.335108800170e-10       4.442210356573e-15       3.558260507419e-13       0.000000000000e+00       3.306611200826e-09       2.861948976355e-10      -8.686700022333e-13 
    5       1.264382678193e-10       2.837302149949e-15       3.046059950071e-13       0.000000000000e+00       2.464012847240e-09       2.252497732426e-10      -4.536371480578e-13 
    6       1.214968062660e-10       1.537806852991e-15       2.458497072046e-13       0.000000000000e+00       1.922277146896e-09       1.828639349515e-10      -1.586409004079e-13 
    7       1.182008067098e-10       8.404060838745e-16       1.933838533244e-13       0.000000000000e+00       1.549191015042e-09       1.519588193757e-10       1.876986953471e-14 
    8       1.160763959305e-10       5.680692733536e-16       1.533289909610e-13       0.000000000000e+00       1.279173480461e-09       1.285769173593e-10       9.878170112215e-14 
    9       1.148379268739e-10       4.622016817771e-16       1.270385233927e-13       0.000000000000e+00       1.076278751433e-09       1.104015331224e-10       1.097577376600e-13 
   10       1.142919592163e-10       3.866735370793e-16       1.130127075615e-13       0.000000000000e+00       9.193208689375e-10       9.600992522612e-11       8.118560967215e-14 
   11       1.142178629334e-10       3.229607812169e-16       1.085047192342e-13       0.000000000000e+00       7.882684060878e-10       8.512742653621e-11       3.886558630972e-14 
   12       1.145324068544e-10       2.881712590538e-16       1.105508469472e-13       0.000000000000e+00       6.892802146275e-10       7.541328595940e-11      -1.055167588261e-16 
   13       1.151420950767e-10       2.846160245828e-16       1.164995965178e-13       0.000000000000e+00       6.079373890070e-10       6.718616668204e-11      -2.583925366634e-14 
   14       1.159915044404e-10       3.004879596082e-16       1.243478500081e-13       0.000000000000e+00       5.402059324548e-10       6.032174175979e-11      -3.582763632739e-14 
   15       1.170517973159e-10       3.279043469415e-16       1.328258383956e-13       0.000000000000e+00       4.831582957699e-10       5.447468457196e-11      -3.312172693976e-14 
   16       1.182492597403e-10       3.691779700037e-16       1.414776707354e-13       0.000000000000e+00       4.346182204826e-10       4.936610768056e-11      -2.332227643200e-14 
   17       1.196407419504e-10       4.301232817624e-16       1.502292559790e-13       0.000000000000e+00       3.929492882866e-10       4.493963439456e-11      -1.192795693599e-14 
   18       1.211127608574e-10       5.131755791032e-16       1.592123994490e-13       0.000000000000e+00       3.567645583652e-10       4.104712786744e-11      -3.421016448938e-15 
   19       1.226755290449e-10       6.173727066032e-16       1.686545997105e-13       0.000000000000e+00       3.254845037029e-10       3.764892013493e-11       5.585416272843e-16 
   20       1.243402774349e-10       7.402826594309e-16       1.787363728468e-13       0.000000000000e+00       2.979231677285e-10       3.466612595827e-11      -3.366691323873e-16 
